,LICENSE_ID,SOURCE_SYSTEM,CALLSIGN,FACILITY_ID,FRN,LIC_NAME,COMMON_NAME,RADIO_SERVICE_CODE,RADIO_SERVICE_DESC,ROLLUP_CATEGORY_CODE,ROLLUP_CATEGORY_DESC,GRANT_DATE,EXPIRED_DATE,CANCELLATION_DATE,LAST_ACTION_DATE,LIC_STATUS_CODE,LIC_STATUS_DESC,ROLLUP_STATUS_CODE,ROLLUP_STATUS_DESC,ENTITY_TYPE_CODE,ENTITY_TYPE_DESC,ROLLUP_ENTITY_CODE,ROLLUP_ENTITY_DESC,LIC_ADDRESS,LIC_CITY,LIC_STATE,LIC_ZIP_CODE,LIC_ATTENTION_LINE,CONTACT_COMPANY,CONTACT_NAME,CONTACT_TITLE,CONTACT_ADDRESS1,CONTACT_ADDRESS2,CONTACT_CITY,CONTACT_STATE,CONTACT_ZIP,CONTACT_COUNTRY,CONTACT_PHONE,CONTACT_FAX,CONTACT_EMAIL,MARKET_CODE,MARKET_DESC,CHANNEL_BLOCK,LOC_TYPE_CODE,LOC_TYPE_DESC,LOC_CITY,LOC_COUNTY_CODE,LOC_COUNTY_NAME,LOC_STATE,LOC_RADIUS_OP,LOC_SEQ_ID,LOC_LAT_DEG,LOC_LAT_MIN,LOC_LAT_SEC,LOC_LAT_DIR,LOC_LONG_DEG,LOC_LONG_MIN,LOC_LONG_SEC,LOC_LONG_DIR,HGT_STRUCTURE,ASR_NUM,ANTENNA_ID,ANT_SEQ_ID,ANT_MAKE,ANT_MODEL,ANT_TYPE_CODE,ANT_TYPE_DESC,AZIMUTH,BEAMWIDTH,POLARIZATION_CODE,FREQUENCY_ID,FREQ_SEQ_ID,FREQ_CLASS_STATION_CODE,FREQ_CLASS_STATION_DESC,POWER_ERP,POWER_OUTPUT,FREQUENCY_ASSIGNED,FREQUENCY_UPPER_BAND,UNIT_OF_MEASURE,TOLERANCE,EMISSION_ID,EMISSION_SEQ_ID,EMISSION_CODE,GROUND_ELEVATION
818383,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,Z,2001240250.0,1240250.0,FES,,,42.5,8374.744,8375.256,MHz.,,,,,134.0
818384,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240250.0,1240250.0,FES,,,42.5,8374.744,8375.256,MHz.,,,,,134.0
818385,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,Z,2001240251.0,1240251.0,FES,,,42.5,8295.0,8355.0,MHz.,,,,,134.0
818386,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240251.0,1240251.0,FES,,,42.5,8295.0,8355.0,MHz.,,,,,134.0
818387,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,Z,2001240252.0,1240252.0,FES,,,42.5,8170.0,8230.0,MHz.,,,,,134.0
818388,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240252.0,1240252.0,FES,,,42.5,8170.0,8230.0,MHz.,,,,,134.0
818389,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,Z,2001240253.0,1240253.0,FES,,,42.5,8045.0,8105.0,MHz.,,,,,134.0
818390,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240246.0,1240246.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240253.0,1240253.0,FES,,,42.5,8045.0,8105.0,MHz.,,,,,134.0
818395,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240247.0,1240247.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240256.0,1240256.0,FES,,,42.5,8379.744,8380.256,MHz.,,,,,134.0
818396,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240247.0,1240247.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240257.0,1240257.0,FES,,,42.5,8295.0,8355.0,MHz.,,,,,134.0
818397,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240247.0,1240247.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240258.0,1240258.0,FES,,,42.5,8170.0,8230.0,MHz.,,,,,134.0
818398,2300295097,IBFS,E120025,0.0,25140831.0,Kongsberg Satellite Services AS,,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,12/06/2012 17:22:00,12/06/2027 17:22:00,12/31/9999 00:00:00,2021-03-10 13:16:41,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,Prestvannveien 38,9011 Tromso,,-,Mr. Sten Are Ellefsen,"ZUCKERT, SCOUTT & RASENBERGER, L.L.P.",PAMELA L. MEREDITH,,"888 SEVENTEENTH ST., N.W.",SUITE 700,WASHINGTON,DC,20006,USA,,,,,,,,,Fairbanks,Fairbanks North Star,,AK,,0.0,64.0,48.0,47.4,N,147.0,44.0,0.2,W,,,2001240247.0,1240247.0,ORBITAL SYSTEMS LLC,2.4TSX1,,,,,R,2001240259.0,1240259.0,FES,,,42.5,8045.0,8105.0,MHz.,,,,,134.0
825024,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,R,2001381023.0,1381023.0,FES,,,53.0,8377.1,8382.9,MHz.,,,,,5.4
825025,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,L,2001381023.0,1381023.0,FES,,,53.0,8377.1,8382.9,MHz.,,,,,5.4
825026,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,C,2001381023.0,1381023.0,FES,,,53.0,8377.1,8382.9,MHz.,,,,,5.4
825042,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,R,2001381075.0,1381075.0,FES,,,53.0,8393.97,8394.03,MHz.,,,,,5.4
825043,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,L,2001381075.0,1381075.0,FES,,,53.0,8393.97,8394.03,MHz.,,,,,5.4
825044,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,C,2001381075.0,1381075.0,FES,,,53.0,8393.97,8394.03,MHz.,,,,,5.4
825045,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,R,2001381076.0,1381076.0,FES,,,53.0,8385.94,8386.06,MHz.,,,,,5.4
825046,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,L,2001381076.0,1381076.0,FES,,,53.0,8385.94,8386.06,MHz.,,,,,5.4
825047,2300305514,IBFS,E110171,1.0,4984340.0,"Universal Space Network, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,04/13/2012 15:52:00,04/13/2027 15:52:00,12/31/9999 00:00:00,2021-01-25 09:39:27,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,417 Caredean Drive Suite A,Horsham,PA,19044,Joanne  Greet,SAME AS APPLICANT,,,SAME AS APPLICANT,,,,,USA,,,,,,,,,Clewiston,Hendry,,FL,,1.0,26.0,44.0,50.2,N,81.0,2.0,56.7,W,,,2001381022.0,1381022.0,ViaSat,3440,,,,,C,2001381076.0,1381076.0,FES,,,53.0,8385.94,8386.06,MHz.,,,,,5.4
827860,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,R,2001136884.0,1136884.0,FES,,,61.0,8393.7015,8394.2985,MHz.,,,,,1889.76
827861,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,L,2001136884.0,1136884.0,FES,,,61.0,8393.7015,8394.2985,MHz.,,,,,1889.76
827862,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,C,2001136884.0,1136884.0,FES,,,61.0,8393.7015,8394.2985,MHz.,,,,,1889.76
827863,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,R,2001136885.0,1136885.0,FES,,,61.0,8380.0,8380.0,MHz.,,,,,1889.76
827864,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,L,2001136885.0,1136885.0,FES,,,61.0,8380.0,8380.0,MHz.,,,,,1889.76
827865,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,C,2001136885.0,1136885.0,FES,,,61.0,8380.0,8380.0,MHz.,,,,,1889.76
827866,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,R,2001136886.0,1136886.0,FES,,,61.0,8377.1,8382.9,MHz.,,,,,1889.76
827867,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,L,2001136886.0,1136886.0,FES,,,61.0,8377.1,8382.9,MHz.,,,,,1889.76
827868,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,C,2001136886.0,1136886.0,FES,,,61.0,8377.1,8382.9,MHz.,,,,,1889.76
827869,2300284924,IBFS,E120040,1.0,11567351.0,"DG Consents Sub, Inc.",,FES,Fixed Earth Stations,Satellite Earth Station,Satellite Earth Station,06/05/2012 14:40:00,06/05/2027 14:40:00,12/31/9999 00:00:00,2020-07-30 09:46:19,ATPN,Action Taken Public Notice,A,Active,COR,Corporation,B,Business,1300 W 120th Avenue,Westminster,CO,80234-,Ms Kristin D Kellett,Lerman Senter PLLC,Philip A. Bonomo/LAURA M. BERMAN,,"2001 L Street, NW",Suite 400,Washington,DC,20036,USA,,,,,,,,,ROCK SPRINGS,SWEETWATER,,WY,,1.0,41.0,32.0,12.0,N,109.0,21.0,11.0,W,,,2001136883.0,1136883.0,ViaSat,3420,,,,,R,2001136887.0,1136887.0,FES,,,61.0,8345.68,8346.32,MHz.,,,,,1889.76
